node_id,cx,cy,i,j,seed_row,seed_col,col_hat_float,row_hat_float,col_hat_round,row_hat_round,final_row,final_col,source,notes
n460,1814.086483,910.527955,560,300,,,37.238168,15.734563,37,16,16,37,computed,
n461,545.966512,1020.691811,148,359,,,9.980582,19.420539,10,19,19,10,computed,
n462,497.627456,1021.022308,136,361,,,9.186671,19.545487,9,20,20,9,computed,
n463,546.476514,971.403360,150,337,,,10.112900,18.046107,10,18,18,10,computed,
n464,595.672506,1020.181809,167,358,,,11.237606,19.358064,11,19,19,11,computed,
n465,497.742428,970.893358,137,336,,,9.252831,17.983633,9,18,18,9,computed,
n466,545.796511,1069.083424,147,384,,,9.914423,20.982393,10,21,21,10,computed,
n467,497.117454,1068.573422,132,383,,,8.922035,20.919919,9,21,21,9,computed,
n468,596.442494,970.893358,170,336,,,11.436084,17.983633,11,18,18,11,computed,
n469,595.252490,1069.763426,165,387,,,11.105288,21.169815,11,21,21,11,computed,
n470,450.148189,1020.691811,123,359,,,8.326602,19.420539,8,19,19,8,computed,
n471,450.148189,971.403360,123,337,,,8.326602,18.046107,8,18,18,8,computed,
n472,546.962609,1118.488585,152,411,,,10.245219,22.669195,10,23,23,10,computed,
n473,640.243275,1021.354340,181,363,,,12.163835,19.670435,12,20,20,12,computed,
n474,451.309621,1071.075618,128,393,,,8.657398,21.544660,9,22,22,9,computed,
n475,647.215956,973.586152,192,343,,,12.891586,18.420952,13,18,18,13,computed,
n476,643.895632,1071.893746,189,395,,,12.693109,21.669609,13,22,22,13,computed,
n477,498.291521,1118.851839,141,413,,,9.517467,22.794144,10,23,23,10,computed,
n478,597.332668,1119.183871,173,415,22,12,11.634562,22.919092,12,23,22,12,seed,"SEED_CONFLICT seed=(22,12) computed=(23,12)"
n479,450.645556,1117.855741,125,410,,,8.458920,22.606721,8,23,23,8,computed,
n480,642.235470,1117.523709,184,409,22,13,12.362313,22.544247,12,23,22,13,seed,"SEED_CONFLICT seed=(22,13) computed=(23,12)"
n481,303.711912,1019.401056,86,355,,,5.878712,19.170642,6,19,19,6,computed,
n482,255.372856,1019.731552,74,356,,,5.084802,19.233116,5,19,19,5,computed,
n483,304.221914,970.112605,88,334,,,6.011030,17.858684,6,18,18,6,computed,
n484,353.417906,1018.891054,97,353,,,6.606463,19.045694,7,19,19,7,computed,
n485,255.487828,969.602603,75,333,,,5.150961,17.796210,5,18,18,5,computed,
n486,303.541911,1067.792668,85,382,,,5.812553,20.857444,6,21,21,6,computed,
n487,254.862854,1067.282666,70,380,,,4.820165,20.732496,5,21,21,5,computed,
n488,354.187894,969.602603,100,333,,,6.804941,17.796210,7,18,18,7,computed,
n489,352.997890,1068.472671,95,383,,,6.474145,20.919919,6,21,21,6,computed,
n490,207.893589,1019.401056,60,355,,,4.158573,19.170642,4,19,19,4,computed,
n491,207.893589,970.112605,60,334,,,4.158573,17.858684,4,18,18,4,computed,
n492,304.708009,1117.197830,90,408,22,6,6.143349,22.481773,6,22,22,6,seed,
n493,397.988675,1020.063585,106,357,,,7.201896,19.295590,7,19,19,7,computed,
n494,209.055021,1069.784863,66,387,,,4.555528,21.169815,5,21,21,5,computed,
n495,404.961356,972.295397,119,340,,,8.061965,18.233529,8,18,18,8,computed,
n496,401.641032,1070.602991,114,391,,,7.731169,21.419712,8,21,21,8,computed,
n497,256.036921,1117.561083,79,409,,,5.415598,22.544247,5,23,23,5,computed,
n498,355.078068,1117.893116,103,410,22,7,7.003418,22.606721,7,23,22,7,seed,"SEED_CONFLICT seed=(22,7) computed=(23,7)"
n499,208.390956,1116.564986,63,407,,,4.357051,22.419299,4,22,22,4,computed,
n500,399.980870,1116.232954,109,405,,,7.400373,22.294350,7,22,22,7,computed,
n501,1032.061215,1023.036042,313,371,,,20.896848,20.170229,21,20,20,21,computed,
n502,983.722159,1023.366539,300,372,,,20.036779,20.232703,20,20,20,20,computed,
n503,1032.571217,973.747591,315,344,,,21.029166,18.483426,21,18,18,21,computed,
n504,1081.767209,1022.526040,325,370,20,22,21.690758,20.107754,22,20,20,22,seed,
n505,983.837130,973.237589,301,342,,,20.102938,18.358478,20,18,18,20,computed,
n506,1031.891214,1071.427654,312,394,21,21,20.830689,21.607135,21,22,21,21,seed,"SEED_CONFLICT seed=(21,21) computed=(22,21)"
n507,983.212157,1070.917653,296,392,21,20,19.772142,21.482186,20,21,21,20,seed,
n508,1082.537197,973.237589,328,342,,,21.889236,18.358478,22,18,18,22,computed,
n509,936.242892,1023.036042,286,371,,,19.110550,20.170229,19,20,20,19,computed,
n510,936.242892,973.747591,286,344,,,19.110550,18.483426,19,18,18,19,computed,
n511,1126.337978,1023.698571,336,373,20,23,22.418509,20.295177,22,20,20,23,seed,"SEED_CONFLICT seed=(20,23) computed=(20,22)"
n512,937.404324,1073.419849,290,398,21,19,19.375187,21.857031,19,22,21,19,seed,"SEED_CONFLICT seed=(21,19) computed=(22,19)"
n513,1133.310659,975.930383,345,347,,,23.013942,18.670849,23,19,19,23,computed,
n514,789.806615,1021.745286,236,365,,,15.802590,19.795384,16,20,20,16,computed,
n515,741.467559,1022.075783,219,367,,,14.677884,19.920332,15,20,20,15,computed,
n516,790.316617,972.456836,238,341,,,15.934909,18.296004,16,18,18,16,computed,
n517,839.512609,1021.235285,255,362,,,17.059615,19.607961,17,20,20,17,computed,
n518,741.582530,971.946834,220,339,,,14.744043,18.171055,15,18,18,15,computed,
n519,789.636614,1070.136899,235,389,21,16,15.736431,21.294764,16,21,21,16,seed,
n520,740.957557,1069.626897,215,386,21,15,14.413247,21.107341,14,21,21,15,seed,"SEED_CONFLICT seed=(21,15) computed=(21,14)"
n521,840.282597,971.946834,260,339,,,17.390411,18.171055,17,18,18,17,computed,
n522,839.092593,1070.816902,253,392,21,17,16.927297,21.482186,17,21,21,17,seed,
n523,693.988292,1021.745286,201,365,,,13.487019,19.795384,13,20,20,13,computed,
n524,693.988292,972.456836,201,341,,,13.487019,18.296004,13,18,18,13,computed,
n525,884.083378,1022.407816,268,369,,,17.919685,20.045280,18,20,20,18,computed,
n526,695.149724,1072.129094,207,396,21,14,13.883974,21.732083,14,22,21,14,seed,"SEED_CONFLICT seed=(21,14) computed=(22,14)"
n527,891.056059,974.639627,280,346,,,18.713595,18.608374,19,19,19,19,computed,
n528,887.735735,1072.947222,276,397,21,18,18.448958,21.794557,18,22,21,18,seed,"SEED_CONFLICT seed=(21,18) computed=(22,18)"
n529,149.914855,971.736093,37,338,,,2.636912,18.108581,3,18,18,3,computed,
n530,109.069883,971.467369,25,337,,,1.843001,18.046107,2,18,18,2,computed,
n531,56.811297,973.311449,12,342,,,0.982932,18.358478,1,18,18,1,computed,
n532,13.372322,972.561525,3,341,19,0,0.387499,18.296004,0,18,19,0,seed,"SEED_CONFLICT seed=(19,0) computed=(18,0)"
n533,14.550206,1022.616468,5,370,20,0,0.519818,20.107754,1,20,20,0,seed,"SEED_CONFLICT seed=(20,0) computed=(20,1)"
n534,55.156942,1023.941747,10,374,,,0.850614,20.357651,1,20,20,1,computed,
n535,109.252496,1019.041418,26,354,,,1.909161,19.108168,2,19,19,2,computed,
n536,157.122442,1020.847896,48,360,,,3.364663,19.483013,3,19,19,3,computed,
n537,13.036134,1070.421639,1,390,21,0,0.255181,21.357238,0,21,21,0,seed,
n538,57.793276,1069.152915,14,384,,,1.115250,20.982393,1,21,21,1,computed,
n539,106.700823,1065.771387,23,377,,,1.710683,20.545074,2,21,21,2,computed,
n540,157.683572,1067.615467,51,381,,,3.563140,20.794970,4,21,21,4,computed,
n541,17.228869,1117.189210,8,408,22,0,0.718295,22.481773,1,22,22,0,seed,"SEED_CONFLICT seed=(22,0) computed=(22,1)"
n542,59.392008,1116.401685,16,406,22,1,1.247569,22.356825,1,22,22,1,seed,
n543,109.855957,1119.283366,28,415,22,2,2.041479,22.919092,2,23,22,2,seed,"SEED_CONFLICT seed=(22,2) computed=(23,2)"
n544,157.725902,1119.052243,51,414,,,3.563140,22.856618,4,23,23,4,computed,
n545,1373.746831,1021.533732,413,364,,,27.512767,19.732909,28,20,20,28,computed,
n546,1325.407775,1021.864228,394,366,,,26.255742,19.857858,26,20,20,26,computed,
n547,1374.256832,972.245281,415,340,,,27.645085,18.233529,28,18,18,28,computed,
n548,1423.452825,1021.023730,433,361,20,29,28.835951,19.545487,29,20,20,29,seed,
n549,1325.522746,971.735279,395,338,,,26.321902,18.108581,26,18,18,26,computed,
n550,1373.576830,1069.925344,412,388,21,28,27.446608,21.232290,27,21,21,28,seed,"SEED_CONFLICT seed=(21,28) computed=(21,27)"
n551,1324.897773,1069.415342,391,385,,,26.057265,21.044867,26,21,21,26,computed,
